var_	acc_var_	original_varname	acc_varname	groupid	notes
508		Ulex-type	Genista-type	TRSH	NULL
509		Chrysosplenium	Chrysosplenium	HERB	NULL
510		Amaranthaceae/Chenopodiaceae	Amaranthaceae/Chenopodiaceae	HERB	NULL
511		Compositae (echinate)	Compositae (echinate)	HERB	NULL
512		Compositae (fenestrate)	Compositae (fenestrate)	HERB	NULL
513		Solidago-type	Senecio-type	HERB	NULL
514		Indeterminable: crumpled	Indeterminable: crumpled	INUN	NULL
515		Polypodium undifferentiated	Polypodium undifferentiated	VACR	NULL
516		Oxyria-type	Oxyria-type	HERB	NULL
517		Nymphaea	Nymphaea	AQUA	NULL
518		Cornaceae	Cornus	TRSH	NULL
519		cf. Anagallis-type	cf. Anagallis-type	INUN	NULL
520		Achillea-type	Matricaria-type	HERB	NULL
521		Antennaria-type	Antennaria-type	HERB	NULL
522		Menyanthes	Menyanthes trifoliata	AQUA	NULL
523		Polygonaceae undifferentiated	Polygonaceae undifferentiated	HERB	NULL
524		Indeterminable: concealed	Indeterminable: concealed	INUN	NULL
525		Hippophae rhamnoides	Hippophae rhamnoides	TRSH	NULL
526		Sanguisorba minor ssp. minor	Sanguisorba minor-type	HERB	NULL
527		Convolvulaceae	Convolvulaceae	HERB	NULL
528		Primula vulgaris-type	Primula vulgaris-type	HERB	NULL
529		cf. Cryptogramma crispa	cf. Cryptogramma crispa	INUN	NULL
530		cf. Pedicularis	cf. Pedicularis	INUN	NULL
531		Guttiferae	Guttiferae	TRSH	NULL
532		cf. Viscum	cf. Viscum	INUN	NULL
533		Arctium-type	Arctium-type	HERB	NULL
534		cf. Reseda lutea-type	cf. Reseda lutea-type	INUN	NULL
535		Malvaceae	Malvaceae	HERB	NULL
536		Pinus sylvestris	Pinus sylvestris-type	TRSH	NULL
537		Achillea/Aster	Achillea/Aster	HERB	NULL
538		Hordeum	Hordeum-type	HERB	NULL
539		Medicago sativa	Medicago sativa-type	HERB	NULL
540		Cotoneaster	Cotoneaster	TRSH	NULL
541		Elaeagnus	Elaeagnus	TRSH	NULL
542		Crassulaceae	Crassulaceae	HERB	NULL
543		Matricaria-type	Matricaria-type	HERB	NULL
544		Scilla-type	Scilla-type	HERB	NULL
545		Thymus/Mentha	Thymus/Mentha	HERB	NULL
546		Sambucus nigra-type	Sambucus nigra/S. racemosa	TRSH	NULL
547		Bunium-type	Bunium-type	HERB	NULL
548		Datisca	Datisca	HERB	NULL
549		Parnassia palustris	Parnassia palustris	HERB	NULL
550		Pteropyrum	Pteropyrum	HERB	NULL
551		Ranunculus asiaticus-type	Ranunculus asiaticus-type	HERB	NULL
552		Salvia	Salvia-type	HERB	NULL
553		Juniperus sabina	Juniperus sabina	TRSH	NULL
554		Morus	Morus	TRSH	NULL
555		Rosaceae subgen. Amygdalus	Rosaceae subgen. Amygdalus	TRSH	NULL
556		Aquilegia-type	Aquilegia-type	HERB	NULL
557		Rumex hydrolapathum	Rumex hydrolapathum	HERB	NULL
558		Urtica dioica-type	Urtica dioica-type	HERB	NULL
559		Cirsium/Gundelia	Cirsium/Gundelia	HERB	NULL
560		Stachys-type	Galeopsis-type	HERB	NULL
561		Humulus/Cannabis	Humulus/Cannabis	HERB	NULL
562		Senecio-type	Senecio-type	HERB	NULL
563		cf. Myricaria	cf. Myricaria	INUN	NULL
564		Paliurus	Paliurus	TRSH	NULL
565		Plantago tenuiflora-type	Plantago tenuiflora-type	HERB	NULL
566		Azolla	Azolla	AQPT	NULL
567		Ophioglossum	Ophioglossum	VACR	NULL
568		Phillyrea angustifolia	Phillyrea angustifolia	TRSH	NULL
569		Punica	Punica	TRSH	NULL
570		Rhododendron	Rhododendron	TRSH	NULL
571		Plantago cylindrica-type	Plantago cylindrica-type	HERB	NULL
572		Primula	Primula	HERB	NULL
573		Ranunculus sceleratus-type	Ranunculus sceleratus-type	HERB	NULL
574		Veronica	Veronica-type	HERB	NULL
575		Anthriscus-type	Anthriscus-type	HERB	NULL
576		Dipsacus-type	Dipsacus-type	HERB	NULL
577		Ferula-type	Ferula-type	HERB	NULL
578		Pimpinella-type	Pimpinella-type	HERB	NULL
579		Symphytum	Symphytum	HERB	NULL
580		Allium	Allium ursinum-type	HERB	NULL
581		Plantaginaceae	Plantaginaceae	HERB	NULL
582		Carthamus	Carthamus	HERB	NULL
583		Heliotropium-type	Heliotropium-type	HERB	NULL
584		Teucrium	Teucrium	HERB	NULL
585		Turgenia-type	Turgenia-type	HERB	NULL
586		Aellenia-type	Aellenia-type	HERB	NULL
587		Descurainia	Descurainia	HERB	NULL
588		Matthiola	Matthiola	HERB	NULL
589		Noaea-type	Noaea-type	HERB	NULL
590		Spinacia-type	Spinacia-type	HERB	NULL
591		Datura	Datura	HERB	NULL
592		Pyrus	Pyrus	TRSH	NULL
593		Pterocarya	Pterocarya	TRSH	NULL
594		Lysimachia	Anagallis-type	HERB	NULL
595		Scrophularia/Verbascum/Digitalis	Scrophularia/Verbascum/Digitalis	HERB	NULL
596		Succisa	Succisa-type	HERB	NULL
597		Theligonum cynocrambe	Theligonum cynocrambe	HERB	NULL
598		Cornus mas	Cornus mas	TRSH	NULL
599		Cerinthe-type	Cerinthe-type	HERB	NULL
600		Vitex	Vitex	TRSH	NULL
601		Apium-type	Apium-type	HERB	NULL
602		Hedysarum/Ebenus	Hedysarum/Ebenus	HERB	NULL
603		Onosma-type	Onosma-type	HERB	NULL
604		Solanum nigrum	Solanum nigrum-type	HERB	NULL
605		Anchusa	Anchusa arvensis-type	HERB	NULL
606		Moltkia	Moltkia	HERB	NULL
607		Andrachne	Andrachne	TRSH	NULL
608		Caltha	Caltha	HERB	NULL
609		Hippocrepis-type	Hippocrepis-type	HERB	NULL
610		Ranunculus arvensis-type	Ranunculus arvensis-type	HERB	NULL
611		Cousinia	Cousinia	HERB	NULL
612		Hypecoum	Hypecoum	HERB	NULL
613		Inula-type	Inula-type	HERB	NULL
614		Thesium	Thesium	HERB	NULL
615		Butomus	Butomus	AQUA	NULL
616		Herniaria-type	Herniaria-type	HERB	NULL
617		Knautia	Knautia	HERB	NULL
618		Pyrolaceae	Pyrolaceae	HERB	NULL
619		Armeria/Limonium	Armeria/Limonium	HERB	NULL
620		Frankenia hirsuta-type	Frankenia hirsuta-type	HERB	NULL
621		Glaucium	Glaucium	HERB	NULL
622		Plantago maritima-type	Plantago maritima-type	HERB	NULL
623		Scorzonera-type	Scorzonera-type	HERB	NULL
624		Triglochin	Triglochin	AQUA	NULL
625		Lathyrus-type	Lathyrus-type	HERB	NULL
626		Hypericum perforatum-type	Hypericum perforatum-type	HERB	NULL
627		Arctium/Jurinea	Arctium/Jurinea	HERB	NULL
628		Viscum	Viscum	TRSH	NULL
629		Colchicum/Merendera	Colchicum/Merendera	HERB	NULL
630		Cedrus cf. C. atlantica	Cedrus cf. C. atlantica	TRSH	NULL
631		Quercus cf. Q. canariensis	Quercus cf. Q. canariensis	TRSH	NULL
632		Quercus cf. Q. rotundifolia	Quercus cf. Q. rotundifolia	TRSH	NULL
633		Plantago cf. P. lanceolata	Plantago cf. P. lanceolata	HERB	NULL
634		Typha angustifolia-type	Typha angustifolia-type	AQUA	NULL
635		Thymelaea	Thymelaea	TRSH	NULL
636		Parnassia	Parnassia palustris	HERB	NULL
637		Asteraceae Tubuliflorae	Asteraceae subf. Asteroideae	HERB	NULL
638		Scabiosa rotata-type	Scabiosa rotata-type	HERB	NULL
639		Limonium-type	Limonium-type	HERB	NULL
640		Aconitum	Aconitum	HERB	NULL
641		Ambrosia-type	Ambrosia	HERB	NULL
642		Orchidaceae	Orchidaceae	HERB	NULL
643		cf. Euphorbia	cf. Euphorbia	INUN	NULL
644		cf. Olea	cf. Olea	INUN	NULL
645		Rosaceae undifferentiated	Rosaceae undifferentiated	TRSH	NULL
646		Geranium-type	Geranium	HERB	NULL
647		cf. Platanus	cf. Platanus	INUN	NULL
648		cf. Succisa	cf. Succisa	INUN	NULL
649		cf. Centaurea nigra-type	cf. Centaurea nigra-type	INUN	NULL
650		cf. Daphne	cf. Daphne	INUN	NULL
651		cf. Lonicera	cf. Lonicera	INUN	NULL
652		Ephedra fragilis ssp. campylopoda	Ephedra fragilis ssp. campylopoda	TRSH	NULL
653		Humulus	Humulus lupulus	HERB	NULL
654		Primula farinosa	Primula farinosa-type	HERB	NULL
655		Pinus peuce	Pinus cembra-type	TRSH	NULL
656		Vaccinium	Vaccinium	DWAR	NULL
657		Adonis-type	Adonis-type	INUN	NULL
658		Polypodiaceae	Monolete fern spores	VACR	NULL
659		Centaurea cyanus	Centaurea cyanus-type	HERB	NULL
660		Cirsium	Cirsium	HERB	NULL
661		Bruckenthalia	Bruckenthalia spiculifolia	DWAR	NULL
662		Syringa	Syringa	TRSH	NULL
663		Euonymus	Euonymus	TRSH	NULL
664		Antennaria	Antennaria	HERB	NULL
665		Pedicularis	Pedicularis	HERB	NULL
666		Plumbaginaceae	Plumbaginaceae	HERB	NULL
667		Quercus robur	Quercus robur	TRSH	NULL
668		Erica lusitanica	Erica lusitanica	DWAR	NULL
669		Loeflingia	Loeflingia	HERB	NULL
670		Rumex crispus-type	Rumex crispus-type	HERB	NULL
671		Umbelliferae undifferentiated	Umbelliferae undifferentiated	HERB	NULL
672		Isoetes lacustris	Isoetes lacustris	AQPT	NULL
673		Ranunculus trichophyllus-type	Ranunculus trichophyllus-type	AQUA	NULL
674		Aster	Aster-type	HERB	NULL
675		Centaurea undifferentiated	Centaurea	HERB	NULL
676		Lactuca	Lactuca-type	HERB	NULL
677		Coelastrum reticulatum	Coelastrum reticulatum	ALGA	NULL
678		Pediastrum boryanum	Pediastrum boryanum	ALGA	NULL
679		Pediastrum clathratum	Pediastrum clathratum	ALGA	NULL
680		Pediastrum simplex	Pediastrum simplex	ALGA	NULL
681		Euphorbiaceae	Euphorbiaceae	HERB	NULL
682		Vicia/Lathyrus	Vicia/Lathyrus	HERB	NULL
683		Saxifraga granulata	Saxifraga granulata	HERB	NULL
684		Empetrum	Empetrum nigrum	DWAR	NULL
685		Bupleurum	Bupleurum	HERB	NULL
686		Drosera	Drosera	AQUA	NULL
687		Lycopodium clavatum	Lycopodium clavatum	VACR	NULL
688		Gypsophila-type	Gypsophila-type	HERB	NULL
689		Lycopus/Mentha	Lycopus/Mentha	HERB	NULL
690		Dryopteris filix-mas	Dryopteris filix-mas-type	VACR	NULL
691		Ranunculus subgen. Batrachium-type	Ranunculus subgen. Batrachium-type	AQUA	NULL
692		Littorella	Littorella	AQUA	NULL
693		Vaccinium-type	Vaccinium-type	DWAR	NULL
694		Centaurea nigra	Centaurea nigra-type	HERB	NULL
695		Alnus viridis	Alnus viridis	TRSH	NULL
696		Glaux	Glaux maritima	HERB	NULL
697		Cladium	Cladium	AQUA	NULL
698		Myriophyllum	Myriophyllum	AQUA	NULL
699		Centaurea scabiosa	Centaurea scabiosa-type	HERB	NULL
700		Cichorium-type	Crepis-type	HERB	NULL
701		Jurinea-type	Jurinea-type	HERB	NULL
702		Suaeda-type	Suaeda-type	HERB	NULL
703		Ostrya/Carpinus orientalis	Ostrya/Carpinus orientalis	TRSH	NULL
704		Asphodeline	Asphodeline	HERB	NULL
705		Myriophyllum spicatum/M. verticillatum	Myriophyllum spicatum/M. verticillatum	AQUA	NULL
706		Acer-type	Acer-type	TRSH	NULL
707		Chamaerops	Chamaerops	TRSH	NULL
708		Rosaceae tree	Rosaceae tree	TRSH	NULL
709		Rubiaceae undifferentiated	Rubiaceae undifferentiated	TRSH	NULL
710		Dipsacaceae undifferentiated	Dipsacaceae undifferentiated	HERB	NULL
711		Plantago-type	Plantago-type	HERB	NULL
712		Arbutus	Arbutus	TRSH	NULL
713		Thymelaeaceae undifferentiated	Thymelaeaceae undifferentiated	DWAR	NULL
714		Geraniaceae undifferentiated	Geraniaceae undifferentiated	HERB	NULL
715		Rosmarinus	Rosmarinus	HERB	NULL
716		Fabaceae undifferentiated	Fabaceae undifferentiated	INUN	NULL
717		Ceratonia	Ceratonia siliqua	TRSH	NULL
718		Olea/Ligustrum	Olea/Ligustrum	TRSH	NULL
719		Crassulaceae undifferentiated	Crassulaceae undifferentiated	HERB	NULL
720		Lamiaceae undifferentiated	Lamiaceae undifferentiated	HERB	NULL
721		Ranunculaceae undifferentiated	Ranunculaceae undifferentiated	HERB	NULL
722		Scrophulariaceae undifferentiated	Scrophulariaceae (colporate-reticulate)	HERB	NULL
723		Ephedra-type	Ephedra-type	HERB	NULL
724		Coriaria	Coriaria myrtifolia	TRSH	NULL
725		Spartium	Spartium	TRSH	NULL
726		Papaveraceae undifferentiated	Papaveraceae undifferentiated	HERB	NULL
727		Lonicera-type	Lonicera-type	TRSH	NULL
728		Scrophularia	Scrophularia-type	HERB	NULL
729		Rosaceae herb	Rosaceae herb	HERB	NULL
730		Urticaceae undifferentiated	Urticaceae undifferentiated	HERB	NULL
731		Hypericum-type	Hypericum-type	HERB	NULL
732		Epilobium-type	Epilobium	HERB	NULL
733		Verbena	Verbena	HERB	NULL
734		Clematis-type	Clematis-type	LIAN	NULL
735		Cotinus-type	Cotinus-type	TRSH	NULL
736		Centaurium-type	Centaurium-type	HERB	NULL
737		Psoralea	Psoralea bituminosa	HERB	NULL
738		Prunella-type	Prunella-type	HERB	NULL
739		Cladium mariscus	Cladium mariscus	HELO	NULL
740		Helleborus	Helleborus	HERB	NULL
741		Centaurea scabiosa-type	Centaurea scabiosa-type	HERB	NULL
742		Crozophora	Crozophora	HERB	NULL
743		Anemone nemorosa	Anemone nemorosa-type	HERB	NULL
744		Hydrocotyle	Hydrocotyle	HERB	NULL
745		Loranthus	Loranthus	HEMI	NULL
746		Phlomis	Phlomis	HERB	NULL
747		Plantago ovata-type	Plantago ovata-type	HERB	NULL
748		Spergularia-type	Spergularia-type	HERB	NULL
749		Roemeria hybrida-type	Roemeria hybrida-type	HERB	NULL
750		Malabaila	Malabaila	HERB	NULL
751		Sanicula-type	Sanicula-type	HERB	NULL
752		Hyoscyamus	Hyoscyamus	HERB	NULL
753		Peganum	Peganum	HERB	NULL
754		Anisosciadium-type	Anisosciadium-type	HERB	NULL
755		Spergula	Spergularia-type	HERB	NULL
756		Asperula-type	Asperula-type	HERB	NULL
757		Aristolochia	Aristolochia	HERB	NULL
758		Cyclamen	Cyclamen	HERB	NULL
759		Aesculus	Aesculus	TRSH	NULL
760		Gypsophila	Gypsophila repens-type	HERB	NULL
761		Muscari	Muscari	HERB	NULL
762		Jasione-type	Jasione montana-type	HERB	NULL
763		Nepeta	Nepeta	HERB	NULL
764		Scabiosa undifferentiated	Scabiosa undifferentiated	HERB	NULL
765		Styrax	Styrax	TRSH	NULL
766		Osmunda regalis	Osmunda regalis	VACR	NULL
767		Lobelia	Lobelia	HELO	NULL
768		Phyteuma-type	Phyteuma-type	HERB	NULL
769		Prosopis	Prosopis	TRSH	NULL
770		Arnebia-type	Arnebia-type	HERB	NULL
771		Rheum	Rheum	HERB	NULL
772		Cucurbitaceae	Cucurbitaceae	HERB	NULL
773		Citrus	Citrus	TRSH	NULL
774		Haplophyllum	Haplophyllum	HERB	NULL
775		Polemonium	Polemonium	HERB	NULL
776		Laurus	Laurus	TRSH	NULL
777		Ranunculus acris-type	Ranunculus acris-type	HERB	NULL
778		Sanguisorba officinalis	Sanguisorba officinalis	HERB	NULL
779		Antirrhinum/Linaria	Antirrhinum/Linaria	HERB	NULL
780		Evax	Evax	HERB	NULL
781		Sorbus-type	Sorbus-type	TRSH	NULL
782		Leontice leontopetalum	Leontice leontopetalum	HERB	NULL
783		Aster/Achillea	Aster/Achillea	HERB	NULL
784		Rumex aquaticus	Rumex aquaticus-type	HERB	NULL
785		Typha angustifolia/Sparganium	Typha angustifolia/Sparganium	AQUA	NULL
786		Aegopodium	Aegopodium	HERB	NULL
787		Centaurea depressa-type	Centaurea depressa-type	HERB	NULL
788		Fraxinus angustifolia subsp. oxycarpa	Fraxinus angustifolia subsp. oxycarpa	TRSH	NULL
789		Plantago maritima	Plantago maritima-type	HERB	NULL
790		Ruta	Ruta	TRSH	NULL
791		Thymus	Thymus	HERB	NULL
792		Trilete	Trilete spore(s)	VACR	NULL
793		Cryptogramma crispa	Cryptogramma crispa	VACR	NULL
794		Serratula	Serratula	HERB	NULL
795		Alnus glutinosa	Alnus glutinosa-type	TRSH	NULL
796		Cyperus	Cyperus	HELO	NULL
797		Callitriche	Callitriche	AQUA	NULL
798		Erica australis	Erica ciliaris-type	DWAR	NULL
799		Pinus: stomata	Pinus: stomata	VEMI	NULL
800		Trilete spores (smoothly verrucate)	Trilete spores (smoothly verrucate)	VACR	NULL
801		Vaccinium myrtillus-type	Vaccinium myrtillus-type	DWAR	NULL
802		Monolete spore sculptured	Monolete spore sculptured	VACR	NULL
803		Indeterminable	Indeterminable: unknown	INUN	NULL
804		Bellis-type	Bellis-type	HERB	NULL
805		Thelypteris	Thelypteris palustris	VACR	NULL
806		Echium vulgare	Echium	HERB	NULL
807		Halimium/Tuberaria	Halimium/Tuberaria	HERB	NULL
808		Plantago alpina	Plantago maritima-type	HERB	NULL
809		Trollius	Trollius europaeus	HERB	NULL
810		Asplenium viride	Asplenium viride	VACR	NULL
811		Botrychium-type	Botrychium-type	VACR	NULL
812		Saxifraga oppositifolia-type	Saxifraga oppositifolia-type	HERB	NULL
813		Saxifraga stellaris-type	Saxifraga stellaris-type	HERB	NULL
814		Pinus cembra	Pinus cembra-type	TRSH	NULL
815		Ranunculus trichophyllus	Ranunculus trichophyllus	AQUA	NULL
816		Ericales undifferentiated	Ericales undifferentiated	DWAR	NULL
817		cf. Humulus	cf. Humulus	INUN	NULL
818		Bryophyte spores	Bryophyte spores	BRYO	NULL
819		Leguminosae undifferentiated	Leguminosae undifferentiated	HERB	NULL
820		Urtica-type	Urtica-type	HERB	NULL
821		cf. Centaurea scabiosa-type	cf. Centaurea scabiosa-type	INUN	NULL
822		Oleaceae undifferentiated	Oleaceae undifferentiated	TRSH	NULL
823		Linnaea	Linnaea	DWAR	NULL
824		Scrophularia-type	Scrophularia-type	HERB	NULL
825		Illecebrum	Illecebrum	HERB	NULL
826		Zelkova	Ulmus/Zelkova	TRSH	NULL
827		Cistus ladanifer-type	Cistus ladanifer-type	TRSH	NULL
828		Lycopodium-type	Lycopodiaceae	VACR	NULL
829		Prunella	Prunella-type	HERB	NULL
830		Lycopodium (counted)	Lycopodium (counted)	NOPO	NULL
831		Spike (mass)	Spike (mass)	NOPO	NULL
832		Ericaceae-type	Ericaceae-type	DWAR	NULL
833		Rumex crispus	Rumex crispus-type	HERB	NULL
834		Gramineae 40-49 _m	Gramineae 40-49 _m	HERB	NULL
835		Plantago media/major-type	Plantago media/major-type	HERB	NULL
836		Triticum	Avena/Triticum-type	HERB	NULL
837		Trapa natans	Trapa natans	AQUA	NULL
838		Phillyrea media	Phillyrea media	TRSH	NULL
839		Lychnis-type	Silene-type	HERB	NULL
840		Arabidopsis	Arabidopsis	HERB	NULL
841		Pediastrum integrum	Pediastrum integrum	ALGA	NULL
842		Thelypteris palustris	Thelypteris palustris	VACR	NULL
843		Asphodelus-type	Asphodelus/Asphodeline	HERB	NULL
844		Oleaceae p.p.	Oleaceae p.p.	TRSH	NULL
845		Carpinus orientalis/Ostrya	Ostrya/Carpinus orientalis	TRSH	NULL
846		Quercus coccifera/Q. ilex	Quercus coccifera/Q. ilex	TRSH	NULL
847		Anemone-type	Anemone nemorosa-type	HERB	NULL
848		Avena-type	Avena-type	HERB	NULL
849		Cistus incanus-type	Cistus incanus-type	HERB	NULL
850		Fallopia convolvulus	Fallopia convolvulus	HERB	NULL
851		Glaucium-type	Glaucium-type	HERB	NULL
852		Ranunculaceae p.p.	Ranunculaceae	HERB	NULL
853		Sanguisorba minor/Poterium	Sanguisorba minor/Poterium	HERB	NULL
854		Sparganium/Typha angustifolia	Sparganium/Typha angustifolia	AQUA	NULL
855		Filicinae	Monolete fern spores	VACR	NULL
856		Sample volume (ml)	Sample volume (ml)	NOPO	NULL
857		Ceratophyllum	Ceratophyllum	AQUA	NULL
858		Zizyphus	Zizyphus	TRSH	NULL
859		Zygophyllum	Zygophyllum	TRSH	NULL
860		Coriaria myrtifolia	Coriaria myrtifolia	TRSH	NULL
861		Frankenia	Frankenia	HERB	NULL
862		Cerinthe	Cerinthe	HERB	NULL
863		cf. Liliaceae	cf. Liliaceae	INUN	NULL
864		cf. Castanea	Indeterminable: unknown	INUN	NULL
865		cf. Ephedra	cf. Ephedra	INUN	NULL
866		Buxus sempervirens	Buxus	TRSH	NULL
867		Iridaceae/Amaryllidaceae	Iridaceae/Amaryllidaceae	HERB	NULL
868		cf. Tamus	cf. Tamus	INUN	NULL
869		Elaeagnaceae	Elaeagnaceae	TRSH	NULL
870		cf. Restionaceae	cf. Restionaceae	INUN	NULL
871		cf. Hamamelidaceae	cf. Hamamelidaceae	INUN	NULL
872		Betula/Corylus/Myrica	Betula/Corylus/Myrica	TRSH	NULL
873		Corylus avellana	Corylus	TRSH	NULL
874		Empetrum nigrum	Empetrum nigrum	DWAR	NULL
875		Juniperus communis	Juniperus communis-type	TRSH	NULL
876		Salix undifferentiated	Salix undifferentiated	TRSH	NULL
877		Botryococcus	Botryococcus	ALGA	NULL
878		Carex-type	Carex-type	AQUA	NULL
879		Pediastrum	Pediastrum	ALGA	NULL
880		Scirpus lacustris-type	Scirpus lacustris-type	AQUA	NULL
881		Diphasiastrum	Diphasiastrum	VACR	NULL
882		Gymnocarpium dryopteris	Gymnocarpium dryopteris	VACR	NULL
883		Lycopodium annotinum	Lycopodium annotinum-type	VACR	NULL
884		Sorbus aucuparia	Sorbus-type	TRSH	NULL
885		Rubus saxatilis	Rubus saxatilis	HERB	NULL
886		Thelypteris phegopteris	Thelypteris phegopteris	VACR	NULL
887		Fagus sylvatica	Fagus	TRSH	NULL
888		Tilia cordata	Tilia cordata-type	TRSH	NULL
889		Angelica-type	Angelica-type	HERB	NULL
890		Narthecium ossifragum	Narthecium ossifragum	HERB	NULL
891		Phragmites australis-type	Phragmites australis-type	HERB	NULL
892		Pteridium aquilinum	Pteridium aquilinum	VACR	NULL
893		Populus tremula	Populus tremula	TRSH	NULL
894		Caltha palustris	Caltha palustris	HELO	NULL
895		Lobelia dortmanna	Lobelia dortmanna	HELO	NULL
896		Myrica gale	Myrica	TRSH	NULL
897		Trifolium repens-type	Trifolium repens-type	HERB	NULL
898		Anemone nemorosa-type/Hepatica nobilis	Anemone nemorosa-type/Hepatica nobilis	HERB	NULL
899		Glyceria-type	Glyceria-type	HERB	NULL
900		cf. Limosella aquatica	cf. Limosella aquatica	INUN	NULL
901		Picea: stomata	Picea: stomata	VEMI	NULL
902		Rumex longifolius-type	Rumex longifolius-type	HERB	NULL
903		Eriophorum-type	Eriophorum-type	HELO	NULL
904		Huperzia selago	Huperzia selago	VACR	NULL
905		Polypodium vulgare	Polypodium	VACR	NULL
906		Succisa pratensis	Succisa-type	HERB	NULL
907		Athyrium filix-femina	Athyrium filix-femina	VACR	NULL
908		Juniperus: stomata	Juniperus: stomata	VEMI	NULL
909		Polystichum	Polystichum	VACR	NULL
910		Hypericum pulchrum-type	Hypericum pulchrum-type	HERB	NULL
911		Silene dioica-type	Silene dioica-type	HERB	NULL
912		Lycopodium undifferentiated	Lycopodium undifferentiated	VACR	NULL
913		Trientalis europaea	Trientalis europaea	HERB	NULL
914		Dryopteris filix-mas-type	Dryopteris filix-mas-type	VACR	NULL
915		Prunus padus	Prunus padus	TRSH	NULL
916		Drosera rotundifolia/D. anglica	Drosera rotundifolia/D. anglica	HERB	NULL
917		Lotus cf. L. corniculatus	Lotus cf. L. corniculatus	HERB	NULL
918		Cirsium/Carduus	Asteraceae subf. Carduoideae	HERB	NULL
919		Secale cereale	Secale cereale	HERB	NULL
920		Cornus suecica	Cornus suecica	TRSH	NULL
921		Viburnum opulus	Viburnum opulus	TRSH	NULL
922		Dryopteris carthusiana-type	Dryopteris carthusiana-type	VACR	NULL
923		Humulus lupulus	Humulus lupulus	HERB	NULL
924		Gentiana purpurea-type	Gentiana purpurea-type	HERB	NULL
925		Sambucus nigra/S. racemosa	Sambucus nigra/S. racemosa	TRSH	NULL
926		Avena/Triticum-type	Avena/Triticum-type	HERB	NULL
927		Trifolium pratense-type	Trifolium pratense-type	HERB	NULL
928		Cerastium fontanum-type	Cerastium-type	HERB	NULL
929		Sparganium emersum-type	Sparganium emersum-type	HELO	NULL
930		Sagina	Sagina	HERB	NULL
931		Alchemilla	Alchemilla	HERB	NULL
932		Pimpinella	Pimpinella anisum	HERB	NULL
933		Rhynchospora alba	Rhynchospora alba	AQUA	NULL
934		Rosa	Rosa	TRSH	NULL
935		Myosotis	Myosotis-type	HERB	NULL
936		Salix herbacea-type	Salix herbacea-type	TRSH	NULL
937		Trollius europaeus	Trollius europaeus	HERB	NULL
938		Athyrium distentifolium-type	Athyrium distentifolium-type	VACR	NULL
939		Geranium sylvaticum-type	Geranium sylvaticum-type	HERB	NULL
940		Linnaea borealis	Linnaea borealis	HERB	NULL
941		Lychnis viscaria-type	Lychnis viscaria-type	HERB	NULL
942		Arctostaphylos	Arctostaphylos	DWAR	NULL
943		cf. Cannabis sativa	cf. Cannabis sativa	INUN	NULL
944		Lychnis flos-cuculi	Lychnis flos-cuculi	HERB	NULL
945		Arenaria-type	Arenaria	HERB	NULL
946		Valeriana sambucifolia-type	Valeriana sambucifolia-type	HERB	NULL
947		Hippuris vulgaris	Hippuris vulgaris	AQUA	NULL
948		Sparganium erectum-type	Sparganium erectum-type	AQUA	NULL
949		Oxyria digyna	Oxyria digyna	HERB	NULL
950		Charcoal	Charcoal	CHAR	NULL
951		Nymphaeaceae: leaf hair base	Nymphaeaceae: leaf hair base	NOPO	NULL
952		Nymphaeaceae: star cell	Nymphaeaceae: star cell	VEMI	NULL
953		Rubus fruticosus-type	Rubus fruticosus-type	TRSH	NULL
954		Lysimachia vulgaris-type	Lysimachia vulgaris-type	HERB	NULL
955		Viola-tricolor/V. arvensis	Viola-tricolor/V. arvensis	HERB	NULL
956		cf. Galeopsis	cf. Galeopsis	INUN	NULL
957		Gnaphalium-type	Gnaphalium-type	HERB	NULL
958		Gentianella campestris-type	Gentianella campestris-type	HERB	NULL
959		Viola palustris-type	Viola palustris-type	AQUA	NULL
